month,AAPL,AMZN,CAT,JNJ,JPM,KO,MSFT,NVDA,V,XOM,EEM,EFA,IWM,QQQ,SPY,TLT,VNQ,XLE,XLK,XLV
2016-02-01,-0.012125205714526022,0.047784121287767926,-0.014760381316957153,0.006498029901341527,0.011475194254371804,0.006832866602307447,0.03198516019305858,0.041178099630607624,0.015223891738204534,-0.005937342610854139,-0.01712559251008063,-0.005141258448944881,-0.007421491892638632,0.004623143245598306,5.38455279833853e-05,-0.004244156191730815,-0.005578818346866419,-0.017221380184434615,0.005362729942154661,-0.0011351041762706626
2016-03-01,-0.02063055150387491,0.03686476524889748,-0.010503125469731847,0.005151425842153566,-0.0035803353522926664,0.0029291784830665357,0.01840934896068654,0.03461068048821484,0.0075117607988294715,-0.004399553085775665,-0.021480447290912207,-0.013201540275620594,-0.01256298230683812,-0.0026984301494201355,-0.004698731438434041,0.0034427650860332872,-0.002820031227050046,-0.02338241863216564,-0.0018453651057461033,-0.005008962010631825
2016-04-01,-0.007415333306373913,0.044833451209553926,0.003263228875285351,0.009072410068984932,0.0016936607839766287,0.014571940185390514,0.03159627875809385,0.050226026774625815,0.01519023843077344,0.002508931586944485,-0.009431237770259301,-0.006525960567336518,-0.007360098194248034,0.00497790434905529,0.0022155394251605343,0.0024548217878862613,0.004457863880186486,-0.013948069805099836,0.00836903153697588,-0.0032866556810299354
2016-05-01,-0.01955762002775127,0.042965261806318274,-0.0025095242942994958,0.013220383915074315,0.0036876908169810965,0.01169516921600187,0.007153751581598662,0.044935618032438535,0.015202934246253871,0.004980536897417509,-0.014801216624907354,-0.0077132172338804,-0.003829120605189048,0.0007202952066337198,0.0017245197025499703,0.0046953537730745525,0.007371708815347933,-0.011872629258658738,0.0018873961710771474,9.26830726968401e-05
2016-06-01,-0.017354821273935034,0.04947808543625103,-0.00659952744491026,0.012869035170859725,0.003097469769499798,0.010501306650887748,0.01553135672931158,0.07134383350619408,0.01371804963283992,0.007667963025002379,-0.014458224919886964,-0.007947393899253382,-0.003825748585809289,0.0024882719576856485,0.0020707818227602057,0.007343576370420046,0.009497505663003614,-0.00832649020096606,0.004415895393320574,-0.0017981735643789187
2016-07-01,-0.01780751406596809,0.04770787411993494,-0.002318554254585261,0.021466303444773415,-0.00340708248451276,0.015376059975135062,0.0174732891206049,0.07946770691758688,0.010539003511090134,0.014042639029721951,-0.008216588954152356,-0.007365053367574019,-0.004492703271738026,0.002659987189809467,0.004053113872196294,0.016515348354842623,0.0191617340234805,-0.0031563307422984945,0.0066951147715113846,-0.0007138527290714847
2016-08-01,-0.007558372665402759,0.033144599525096324,0.011565710327779663,0.02181481088196538,-0.001782973251013259,0.008321013144130482,0.021633492816510613,0.09801697029902669,0.004734527496173729,0.013780794501658644,0.001528483864048552,-0.005743991511776274,0.001322993180433311,0.004820890290472381,0.005209952968471136,0.0144791329904884,0.017905470580133493,0.0022020315992096937,0.010237991919828724,0.0008772889152264448
2016-09-01,-7.103279307603867e-05,0.037896533780915176,0.01307109048826166,0.023008044132297383,0.008202477748619782,0.011509265145257344,0.0284692595129727,0.09340677333078522,0.012266798408971704,0.016217276344374986,0.009628433278207615,0.0008887062198488505,0.0080688983321352,0.011383009149232154,0.010388909359951173,0.014209220153359015,0.020011248974373785,0.007142873932598891,0.015805991711873368,0.004810496530881854
2016-10-01,0.007205685407339475,0.0454426140467738,0.03208542347484256,0.022721802157442333,0.011148201892671869,0.007610699616392223,0.027255331392507864,0.0951169290795633,0.016037737200792147,0.017336890083376733,0.01433750402246716,0.005685067017328359,0.013077392428679224,0.015067065648316752,0.012520117214289713,0.01131313257762239,0.015934336657384685,0.01621083942444797,0.018700644825315454,0.0091381721400725
2016-11-01,0.0006161542327456915,0.022155863698259753,0.017024012876722394,0.014356210293713497,0.010002909597760123,0.003136268585063412,0.014833804996879965,0.08575159723010596,0.006371690184789142,0.004152272196817408,0.008334461010295086,-0.0016711448326357052,0.004560900759198692,0.004377773729621133,0.003987037024807433,0.008003266795458838,0.0063511391190004445,0.00456216191705137,0.009317490640400578,-0.0027807055393919977
2016-12-01,-0.0007002488973700168,0.012835408804739176,0.029493827785148946,0.010750446713064549,0.01997802832957235,-0.0013968348432435624,0.012585812904365862,0.10035856838825775,-0.000394318736451534,0.009276809864823876,0.006757748075787541,-0.0025283728848468265,0.01106371302040779,0.004233699513542706,0.006752320314905663,0.0018816004936486792,0.0054763700635328165,0.011630168336547703,0.008866271315341928,-0.000792428521467381
2017-01-01,0.016885880325849936,0.010408327459358302,0.023724124255218026,0.019081084712216465,0.023210433688152593,-0.007969372738344851,0.006809774327511328,0.11509648904327803,0.008062318897284568,0.00944598127264146,0.009685752108843754,-0.010863135708593204,0.01564567287728952,0.008523478224982325,0.00590911613832202,0.003254475893868362,0.004972160501144187,0.025464729609831187,0.012341391924756428,0.0008951264958316368
2017-02-01,0.019093804256617122,0.037954993234463726,0.027137334522609004,0.016526314632318247,0.038065114563448035,-0.004068943243978032,0.024480837633124593,0.11745018789197256,0.014427828799014605,-0.0016354868718172141,0.01955590230001452,0.006044987147766643,0.01858830042188361,0.01900774561610758,0.0075518687569112175,0.0008452283931876096,0.011780784438423415,0.02747054975404853,0.018697567065478336,0.008638052173415525
2017-03-01,0.02183693100149304,0.047527766878648806,0.02301904223304547,0.01890927670478086,0.04393619483334623,-0.0039709644939165505,0.026582319600694047,0.10752281863479708,0.02512394365776073,-0.01648122689369253,0.021785716515604386,0.011027583805753832,0.023071154143219766,0.020944992285146846,0.0035337911353813447,0.0012013308480677402,0.007660353460211945,0.029808249797875195,0.025087240633064476,0.010223183029189432
2017-04-01,0.02033071633099501,0.04086240178597398,-0.004950982566849317,0.01532408378170854,0.037205808497458095,-0.007864116754756439,0.012208875457216207,0.10157068888887086,0.02043424454664582,-0.016400555831327757,0.014110620502634553,0.009211995043901128,0.01917445650145893,0.017979646264306065,0.010511737154327593,0.000674918565914201,0.0019232943373166432,0.017365374132285488,0.01889479829187698,0.005528908489484969
2017-05-01,0.0334885987271058,0.03787270831315326,0.012091282553617317,0.010782127042069958,0.03098940201236666,-0.0018594497132911948,0.025244429189658642,0.1270723032888841,0.021633013282142514,-0.023388121615710064,0.01540515186095063,0.01009177763724151,0.02040738861783937,0.01872182902434507,0.015159584923608296,0.003303292715495279,0.007008451331877213,0.012211571437267534,0.023667813662215927,0.003345692216512845
